ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
08.01.2024,05.01.2024,19,06.01.2024,12,04500936,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,23,08.01.2024,07,11300722,720,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,15,08.01.2024,05,09401329,1960,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,19,08.01.2024,07,08100310,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,04.01.2024,08,05.01.2024,09,07300619,2800,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2024,07.01.2024,17,08.01.2024,08,07200414,1656,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,03.01.2024,20,04.01.2024,14,01200624,1188,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,18,08.01.2024,08,08200624,3600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,04.01.2024,07,05.01.2024,14,08100209,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,01.08.2023,17,02.08.2023,08,03601245,2250,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,17,08.01.2024,10,03500934,1882,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,30.12.2023,18,01.01.2024,13,03601346,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,02.01.2024,07,02.01.2024,15,11501341,290,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,08.01.2024,11,08.01.2024,11,05200629,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,18.12.2023,23,19.12.2023,08,08100415,774,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,12,08.01.2024,16,01300733,469,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,16,08.01.2024,12,06100209,530,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,19,07.01.2024,10,01100104,780,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,05.01.2024,17,06.01.2024,00,12400723,1059,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,18,08.01.2024,08,01300834,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,05.01.2024,18,06.01.2024,11,08100207,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,11,07.01.2024,21,04300621,1788,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,08.01.2024,20,08.01.2024,20,11400927,70,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,01.09.2023,19,02.09.2023,00,08100102,60,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,07.01.2024,12,08.01.2024,09,03701658,2359,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2024,06.01.2024,16,08.01.2024,07,07100101,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,14,06.01.2024,18,12400722,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2024,08.01.2024,18,08.01.2024,20,11400927,1164,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,06.01.2024,16,06.01.2024,16,06100103,1355,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2024,31.12.2023,19,02.01.2024,10,02500835,1000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,03.01.2024,12,05.01.2024,17,01200518,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,08,07.01.2024,16,01100313,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,11.12.2023,19,11.12.2023,22,01100206,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,11,07.01.2024,14,07200414,2379,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,07.01.2024,12,07.01.2024,13,01100311,1009,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,06.01.2024,22,07.01.2024,08,02500831,1626,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,20,07.01.2024,13,08100417,595,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,07.01.2024,09,07.01.2024,18,04300624,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,03.01.2024,16,05.01.2024,12,01200522,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,04.01.2024,09,04.01.2024,13,02400623,959,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,07.01.2024,10,07.01.2024,16,02300419,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,06.01.2024,18,06.01.2024,20,09200613,1450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,23,07.01.2024,16,01100103,810,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,18,05.01.2024,20,11400927,2550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,05.01.2024,12,05.01.2024,14,03400723,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,06.01.2024,10,07.01.2024,17,11401136,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2024,07.01.2024,15,07.01.2024,18,04300416,1499,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.01.2024,06.01.2024,15,06.01.2024,18,03701660,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,04.01.2024,08,04.01.2024,16,06400735,868,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,06.01.2024,22,06.01.2024,22,03300411,50,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,06.01.2024,16,06.01.2024,18,06100103,2850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,14,05.01.2024,22,10300733,920,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,31.12.2023,10,02.01.2024,15,03601142,2383,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,01.01.2024,16,04.01.2024,15,08100208,3300,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.01.2024,05.01.2024,16,05.01.2024,16,06400737,0,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,04.01.2024,12,05.01.2024,12,07300618,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,30.12.2023,09,30.12.2023,10,07400824,354,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,19,06.01.2024,01,04500936,1280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,04,06.01.2024,12,07400720,3684,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,04.01.2024,17,04.01.2024,18,08100312,375,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.01.2024,06.01.2024,17,06.01.2024,19,02300419,279,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,22,05.01.2024,23,01300836,2080,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,20,06.01.2024,01,12400723,1220,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,15.09.2023,14,15.09.2023,14,09301024,240,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,06.01.2024,15,06.01.2024,15,02200209,0,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,06.01.2024,14,06.01.2024,15,03701556,1129,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,23,06.01.2024,06,01200624,1270,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,03.01.2024,14,05.01.2024,10,07601341,500,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.01.2024,05.01.2024,21,05.01.2024,23,05400943,244,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,05.01.2024,19,06.01.2024,10,10200525,7500,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.01.2024,05.01.2024,12,05.01.2024,16,09100101,615,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.01.2024,06.01.2024,11,06.01.2024,12,02500729,717,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,10,05.01.2024,08,02400521,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,19,05.01.2024,08,07200413,1408,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,18,05.01.2024,11,04501149,1800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,12,04.01.2024,17,08100104,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,07,03.01.2024,19,05200629,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,13,04.01.2024,19,09200613,301,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,10.12.2023,18,10.12.2023,20,09100101,486,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,05.01.2024,19,05.01.2024,19,03601347,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,22,04.01.2024,01,02200213,325,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,19,04.01.2024,08,07100103,200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,09,04.01.2024,13,11400927,2488,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,31.12.2023,13,01.01.2024,17,01100312,2274,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,17,05.01.2024,12,09301126,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,10,04.01.2024,16,02100106,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,16,05.01.2024,09,07200414,1536,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,16,04.01.2024,21,02200213,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,13,04.01.2024,22,08100417,2200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,25.12.2023,09,25.12.2023,09,05300736,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,10,03.01.2024,17,01300733,770,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,16,05.01.2024,09,02300419,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,05.01.2024,15,05.01.2024,17,06400842,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,19,05.01.2024,17,02300417,440,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,05.01.2024,15,05.01.2024,19,11400927,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,02.01.2024,13,02.01.2024,13,02200212,3500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,02.01.2024,13,02.01.2024,13,02200212,3500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,03.01.2024,13,05.01.2024,12,02300419,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,04.01.2024,18,05.01.2024,16,01100415,430,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.01.2024,05.01.2024,18,05.01.2024,18,09200511,1377,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,03.01.2024,20,03.01.2024,23,06200311,555,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
04.01.2024,21.12.2023,18,22.12.2023,07,04200309,758,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,15,04.01.2024,15,08100209,280,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.01.2024,16.12.2023,18,17.12.2023,09,03500934,2649,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,13,04.01.2024,18,11300725,5322,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,01.01.2024,00,01.01.2024,12,09100101,399,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,17,04.01.2024,18,03601243,940,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,03.01.2024,21,03.01.2024,21,02500832,2500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,01.01.2024,19,01.01.2024,19,07100102,250,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
04.01.2024,03.01.2024,15,04.01.2024,05,12500926,3400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,03.01.2024,20,04.01.2024,06,10200422,3000,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.01.2024,28.12.2023,14,29.12.2023,16,02300419,1399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,05,04.01.2024,15,03400723,2999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,12,04.01.2024,13,08100209,1018,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,10,04.01.2024,18,01300835,2050,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,14.12.2023,20,14.12.2023,23,08100101,869,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,03.01.2024,17,03.01.2024,21,12400721,3350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,03.01.2024,15,03.01.2024,17,02500835,935,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,02.01.2024,15,02.01.2024,16,08100314,2399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.01.2024,04.01.2024,17,04.01.2024,18,04501040,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,20,02.01.2024,20,07100102,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,13,03.01.2024,09,02500836,2264,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,09,03.01.2024,11,01100415,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,18,03.01.2024,09,07200411,750,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
03.01.2024,03.01.2023,11,03.01.2023,14,02500834,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,31.12.2023,10,02.01.2024,19,02500728,375,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,09,02.01.2024,17,02300417,1042,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,21.12.2023,10,22.12.2023,14,05200630,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,22.09.2023,15,22.09.2023,21,04200206,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,15,03.01.2024,17,01100310,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,22.12.2023,18,22.12.2023,18,01100206,509,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,11,03.01.2024,12,08100417,1860,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,08,03.01.2024,09,02300315,220,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,13,03.01.2024,17,04501148,3563,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,21,03.01.2024,21,01100104,2500,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
03.01.2024,01.01.2024,14,03.01.2024,09,02500835,330,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,30.12.2023,16,02.01.2024,10,07501030,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,13,03.01.2024,14,01300836,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,09,02.01.2024,11,06100103,4010,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,31.12.2023,14,31.12.2023,23,01100309,870,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,01.01.2024,00,03.01.2024,16,08200833,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,09,03.01.2024,18,03400723,1799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,19,03.01.2024,09,04300621,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,12,03.01.2024,08,01100414,2153,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,15.12.2023,12,15.12.2023,23,12400721,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,12,03.01.2024,16,02100101,791,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,08,03.01.2024,12,04500937,329,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,09,03.01.2024,14,08100310,85,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,09.12.2023,20,10.12.2023,01,08100417,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,09,03.01.2024,13,01100308,1052,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,02.01.2024,19,02.01.2024,21,06100103,1530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,13,03.01.2024,14,01300836,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.01.2024,03.01.2024,20,03.01.2024,20,02300417,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,01.01.2023,23,02.01.2023,09,09300921,2849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,29.12.2023,18,01.01.2024,18,03701660,1059,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,31.12.2023,18,01.01.2024,11,03200309,185,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,30.12.2023,16,30.12.2023,19,03500936,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,30.12.2023,18,01.01.2024,14,04300624,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,24.10.2023,18,25.10.2023,14,01100416,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,21.12.2023,16,22.12.2023,07,03501037,387,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,30.12.2023,06,30.12.2023,07,03500936,4000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
02.01.2024,01.01.2024,16,01.01.2024,20,04500938,1189,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,31.12.2023,19,01.01.2024,14,11200514,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,01.01.2024,17,02.01.2024,12,04400727,2900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,31.12.2023,18,01.01.2024,11,03300514,185,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,31.01.2023,23,31.01.2023,23,01100415,1460,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.01.2024,02.01.2024,10,02.01.2024,10,03601244,308,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
